Chromosome,Position,Coverage
PV426769.1,107,7
PV426769.1,108,7
PV426769.1,109,7
PV426769.1,110,7
PV426769.1,111,7
PV426769.1,112,7
PV426769.1,113,7
PV426769.1,114,7
PV426769.1,115,7
PV426769.1,116,7
PV426769.1,117,7
PV426769.1,118,7
PV426769.1,119,7
PV426769.1,120,7
PV426769.1,121,7
PV426769.1,122,7
PV426769.1,123,7
PV426769.1,124,7
PV426769.1,125,7
PV426769.1,126,7
PV426769.1,127,7
PV426769.1,128,8
PV426769.1,129,8
PV426769.1,130,8
PV426769.1,131,4
PV426769.1,132,4
PV426769.1,133,4
PV426769.1,134,4
PV426769.1,135,4
PV426769.1,136,4
PV426769.1,137,4
PV426769.1,138,4
PV426769.1,139,4
PV426769.1,140,4
PV426769.1,141,4
PV426769.1,142,4
PV426769.1,143,4
PV426769.1,144,4
PV426769.1,145,4
PV426769.1,146,4
PV426769.1,147,4
PV426769.1,148,4
PV426769.1,149,4
PV426769.1,150,4
PV426769.1,151,4
PV426769.1,152,4
PV426769.1,153,4
PV426769.1,154,4
PV426769.1,155,4
PV426769.1,156,4
PV426769.1,157,4
PV426769.1,158,4
PV426769.1,159,4
PV426769.1,160,4
PV426769.1,161,4
PV426769.1,162,4
PV426769.1,163,4
PV426769.1,164,4
PV426769.1,165,4
PV426769.1,166,4
PV426769.1,167,4
PV426769.1,168,4
PV426769.1,169,4
PV426769.1,170,4
PV426769.1,171,4
PV426769.1,172,4
PV426769.1,173,4
PV426769.1,174,4
PV426769.1,175,4
PV426769.1,176,4
PV426769.1,177,4
PV426769.1,178,4
PV426769.1,179,4
PV426769.1,180,4
PV426769.1,181,4
PV426769.1,182,4
PV426769.1,183,4
PV426769.1,184,4
PV426769.1,185,4
PV426769.1,186,4
PV426769.1,187,4
PV426769.1,188,4
PV426769.1,189,4
PV426769.1,190,4
PV426769.1,191,4
PV426769.1,192,4
PV426769.1,193,4
PV426769.1,194,4
PV426769.1,195,4
PV426769.1,196,4
PV426769.1,197,4
PV426769.1,198,4
PV426769.1,199,4
PV426769.1,200,4
PV426769.1,201,5
PV426769.1,202,5
PV426769.1,203,6
PV426769.1,204,6
PV426769.1,205,6
PV426769.1,206,6
PV426769.1,207,6
PV426769.1,208,6
PV426769.1,209,6
PV426769.1,210,6
PV426769.1,211,6
PV426769.1,212,6
PV426769.1,213,6
PV426769.1,214,6
PV426769.1,215,6
PV426769.1,216,6
PV426769.1,217,6
PV426769.1,218,6
PV426769.1,219,8
PV426769.1,220,8
PV426769.1,221,8
PV426769.1,222,8
PV426769.1,223,8
PV426769.1,224,10
PV426769.1,225,10
PV426769.1,226,12
PV426769.1,227,12
PV426769.1,228,12
PV426769.1,229,15
PV426769.1,230,19
PV426769.1,231,19
PV426769.1,232,19
PV426769.1,233,21
PV426769.1,234,22
PV426769.1,235,25
PV426769.1,236,25
PV426769.1,237,28
PV426769.1,238,28
PV426769.1,239,28
PV426769.1,240,28
PV426769.1,241,28
PV426769.1,242,28
PV426769.1,243,30
PV426769.1,244,32
PV426769.1,245,32
PV426769.1,246,34
PV426769.1,247,34
PV426769.1,248,34
PV426769.1,249,36
PV426769.1,250,36
PV426769.1,251,36
PV426769.1,252,40
PV426769.1,253,44
PV426769.1,254,46
PV426769.1,255,46
PV426769.1,256,48
PV426769.1,257,49
PV426769.1,258,49
PV426769.1,259,49
PV426769.1,260,49
PV426769.1,261,51
PV426769.1,262,51
PV426769.1,263,51
PV426769.1,264,51
PV426769.1,265,51
PV426769.1,266,53
PV426769.1,267,55
PV426769.1,268,55
PV426769.1,269,55
PV426769.1,270,55
PV426769.1,271,55
PV426769.1,272,55
PV426769.1,273,59
PV426769.1,274,61
PV426769.1,275,61
PV426769.1,276,63
PV426769.1,277,63
PV426769.1,278,63
PV426769.1,279,63
PV426769.1,280,63
PV426769.1,281,67
PV426769.1,282,67
PV426769.1,283,68
PV426769.1,284,70
PV426769.1,285,70
PV426769.1,286,70
PV426769.1,287,70
PV426769.1,288,70
PV426769.1,289,73
PV426769.1,290,73
PV426769.1,291,76
PV426769.1,292,76
PV426769.1,293,76
PV426769.1,294,76
PV426769.1,295,76
PV426769.1,296,80
PV426769.1,297,82
PV426769.1,298,244
PV426769.1,299,244
PV426769.1,300,244
PV426769.1,301,246
PV426769.1,302,246
PV426769.1,303,246
PV426769.1,304,248
PV426769.1,305,249
PV426769.1,306,249
PV426769.1,307,249
PV426769.1,308,249
PV426769.1,309,249
PV426769.1,310,249
PV426769.1,311,249
PV426769.1,312,249
PV426769.1,313,249
PV426769.1,314,249
PV426769.1,315,249
PV426769.1,316,249
PV426769.1,317,249
PV426769.1,318,253
PV426769.1,319,253
PV426769.1,320,253
PV426769.1,321,251
PV426769.1,322,251
PV426769.1,323,251
PV426769.1,324,251
PV426769.1,325,251
PV426769.1,326,253
PV426769.1,327,249
PV426769.1,328,249
PV426769.1,329,249
PV426769.1,330,249
PV426769.1,331,249
PV426769.1,332,249
PV426769.1,333,249
PV426769.1,334,249
PV426769.1,335,247
PV426769.1,336,247
PV426769.1,337,247
PV426769.1,338,247
PV426769.1,339,247
PV426769.1,340,247
PV426769.1,341,249
PV426769.1,342,251
PV426769.1,343,254
PV426769.1,344,254
PV426769.1,345,254
PV426769.1,346,254
PV426769.1,347,254
PV426769.1,348,254
PV426769.1,349,254
PV426769.1,350,254
PV426769.1,351,256
PV426769.1,352,256
PV426769.1,353,254
PV426769.1,354,254
PV426769.1,355,254
PV426769.1,356,254
PV426769.1,357,254
PV426769.1,358,255
PV426769.1,359,257
PV426769.1,360,257
PV426769.1,361,255
PV426769.1,362,253
PV426769.1,363,253
PV426769.1,364,253
PV426769.1,365,253
PV426769.1,366,253
PV426769.1,367,251
PV426769.1,368,249
PV426769.1,369,251
PV426769.1,370,253
PV426769.1,371,253
PV426769.1,372,253
PV426769.1,373,251
PV426769.1,374,253
PV426769.1,375,253
PV426769.1,376,253
PV426769.1,377,253
PV426769.1,378,253
PV426769.1,379,255
PV426769.1,380,253
PV426769.1,381,253
PV426769.1,382,253
PV426769.1,383,253
PV426769.1,384,253
PV426769.1,385,254
PV426769.1,386,256
PV426769.1,387,256
PV426769.1,388,253
PV426769.1,389,253
PV426769.1,390,251
PV426769.1,391,250
PV426769.1,392,252
PV426769.1,393,254
PV426769.1,394,254
PV426769.1,395,250
PV426769.1,396,252
PV426769.1,397,252
PV426769.1,398,252
PV426769.1,399,252
PV426769.1,400,251
PV426769.1,401,245
PV426769.1,402,243
PV426769.1,403,246
PV426769.1,404,246
PV426769.1,405,247
PV426769.1,406,247
PV426769.1,407,247
PV426769.1,408,247
PV426769.1,409,247
PV426769.1,410,247
PV426769.1,411,247
PV426769.1,412,246
PV426769.1,413,248
PV426769.1,414,251
PV426769.1,415,251
PV426769.1,416,251
PV426769.1,417,251
PV426769.1,418,251
PV426769.1,419,249
PV426769.1,420,249
PV426769.1,421,249
PV426769.1,422,245
PV426769.1,423,245
PV426769.1,424,245
PV426769.1,425,239
PV426769.1,426,248
PV426769.1,427,248
PV426769.1,428,247
PV426769.1,429,247
PV426769.1,430,246
PV426769.1,431,249
PV426769.1,432,249
PV426769.1,433,249
PV426769.1,434,248
PV426769.1,435,242
PV426769.1,436,242
PV426769.1,437,243
PV426769.1,438,243
PV426769.1,439,243
PV426769.1,440,237
PV426769.1,441,239
PV426769.1,442,239
PV426769.1,443,239
PV426769.1,444,239
PV426769.1,445,239
PV426769.1,446,240
PV426769.1,447,241
PV426769.1,448,241
PV426769.1,449,238
PV426769.1,450,238
PV426769.1,451,238
PV426769.1,452,238
PV426769.1,453,238
PV426769.1,454,238
PV426769.1,455,238
PV426769.1,456,240
PV426769.1,457,240
PV426769.1,458,240
PV426769.1,459,240
PV426769.1,460,238
PV426769.1,461,238
PV426769.1,462,238
PV426769.1,463,237
PV426769.1,464,237
PV426769.1,465,237
PV426769.1,466,237
PV426769.1,467,237
PV426769.1,468,237
PV426769.1,469,237
PV426769.1,470,237
PV426769.1,471,235
PV426769.1,472,235
PV426769.1,473,235
PV426769.1,474,235
PV426769.1,475,235
PV426769.1,476,235
PV426769.1,477,233
PV426769.1,478,233
PV426769.1,479,234
PV426769.1,480,234
PV426769.1,481,234
PV426769.1,482,234
PV426769.1,483,237
PV426769.1,484,236
PV426769.1,485,236
PV426769.1,486,238
PV426769.1,487,237
PV426769.1,488,237
PV426769.1,489,237
PV426769.1,490,244
PV426769.1,491,244
PV426769.1,492,244
PV426769.1,493,244
PV426769.1,494,244
PV426769.1,495,247
PV426769.1,496,247
PV426769.1,497,248
PV426769.1,498,251
PV426769.1,499,241
PV426769.1,500,240
PV426769.1,501,240
PV426769.1,502,240
PV426769.1,503,241
PV426769.1,504,239
PV426769.1,505,238
PV426769.1,506,238
PV426769.1,507,233
PV426769.1,508,235
PV426769.1,509,233
PV426769.1,510,233
PV426769.1,511,233
PV426769.1,512,231
PV426769.1,513,236
PV426769.1,514,238
PV426769.1,515,238
PV426769.1,516,237
PV426769.1,517,238
PV426769.1,518,239
PV426769.1,519,244
PV426769.1,520,242
PV426769.1,521,242
PV426769.1,522,242
PV426769.1,523,242
PV426769.1,524,246
PV426769.1,525,246
PV426769.1,526,248
PV426769.1,527,248
PV426769.1,528,246
PV426769.1,529,247
PV426769.1,530,248
PV426769.1,531,248
PV426769.1,532,252
PV426769.1,533,252
PV426769.1,534,252
PV426769.1,535,252
PV426769.1,536,251
PV426769.1,537,251
PV426769.1,538,251
PV426769.1,539,251
PV426769.1,540,251
PV426769.1,541,251
PV426769.1,542,251
PV426769.1,543,251
PV426769.1,544,253
PV426769.1,545,253
PV426769.1,546,253
PV426769.1,547,253
PV426769.1,548,254
PV426769.1,549,257
PV426769.1,550,258
PV426769.1,551,262
PV426769.1,552,262
PV426769.1,553,262
PV426769.1,554,261
PV426769.1,555,261
PV426769.1,556,262
PV426769.1,557,262
PV426769.1,558,262
PV426769.1,559,262
PV426769.1,560,262
PV426769.1,561,265
PV426769.1,562,265
PV426769.1,563,265
PV426769.1,564,265
PV426769.1,565,265
PV426769.1,566,266
PV426769.1,567,266
PV426769.1,568,266
PV426769.1,569,264
PV426769.1,570,264
PV426769.1,571,263
PV426769.1,572,263
PV426769.1,573,263
PV426769.1,574,266
PV426769.1,575,266
PV426769.1,576,268
PV426769.1,577,268
PV426769.1,578,266
PV426769.1,579,268
PV426769.1,580,268
PV426769.1,581,268
PV426769.1,582,268
PV426769.1,583,275
PV426769.1,584,275
PV426769.1,585,277
PV426769.1,586,278
PV426769.1,587,278
PV426769.1,588,278
PV426769.1,589,278
PV426769.1,590,278
PV426769.1,591,278
PV426769.1,592,278
PV426769.1,593,276
PV426769.1,594,276
PV426769.1,595,276
PV426769.1,596,276
PV426769.1,597,276
PV426769.1,598,276
PV426769.1,599,278
PV426769.1,600,278
PV426769.1,601,278
PV426769.1,602,278
PV426769.1,603,280
PV426769.1,604,282
PV426769.1,605,282
PV426769.1,606,282
PV426769.1,607,280
PV426769.1,608,280
PV426769.1,609,280
PV426769.1,610,279
PV426769.1,611,289
PV426769.1,612,289
PV426769.1,613,291
PV426769.1,614,294
PV426769.1,615,294
PV426769.1,616,293
PV426769.1,617,294
PV426769.1,618,295
PV426769.1,619,295
PV426769.1,620,295
PV426769.1,621,303
PV426769.1,622,303
PV426769.1,623,312
PV426769.1,624,314
PV426769.1,625,313
PV426769.1,626,313
PV426769.1,627,313
PV426769.1,628,315
PV426769.1,629,316
PV426769.1,630,320
PV426769.1,631,320
PV426769.1,632,317
PV426769.1,633,320
PV426769.1,634,319
PV426769.1,635,319
PV426769.1,636,319
PV426769.1,637,318
PV426769.1,638,318
PV426769.1,639,318
PV426769.1,640,320
PV426769.1,641,321
PV426769.1,642,315
PV426769.1,643,313
PV426769.1,644,315
PV426769.1,645,316
PV426769.1,646,320
PV426769.1,647,320
PV426769.1,648,321
PV426769.1,649,319
PV426769.1,650,321
PV426769.1,651,321
PV426769.1,652,321
PV426769.1,653,322
PV426769.1,654,323
PV426769.1,655,324
PV426769.1,656,327
PV426769.1,657,328
PV426769.1,658,329
PV426769.1,659,331
PV426769.1,660,334
PV426769.1,661,334
PV426769.1,662,334
PV426769.1,663,334
PV426769.1,664,333
PV426769.1,665,333
PV426769.1,666,333
PV426769.1,667,333
PV426769.1,668,333
PV426769.1,669,334
PV426769.1,670,335
PV426769.1,671,335
PV426769.1,672,343
PV426769.1,673,343
PV426769.1,674,343
PV426769.1,675,352
PV426769.1,676,352
PV426769.1,677,353
PV426769.1,678,359
PV426769.1,679,358
PV426769.1,680,358
PV426769.1,681,356
PV426769.1,682,356
PV426769.1,683,356
PV426769.1,684,354
PV426769.1,685,360
PV426769.1,686,360
PV426769.1,687,369
PV426769.1,688,372
PV426769.1,689,371
PV426769.1,690,371
PV426769.1,691,371
PV426769.1,692,371
PV426769.1,693,371
PV426769.1,694,364
PV426769.1,695,378
PV426769.1,696,376
PV426769.1,697,379
PV426769.1,698,379
PV426769.1,699,377
PV426769.1,700,378
PV426769.1,701,380
PV426769.1,702,380
PV426769.1,703,380
PV426769.1,704,370
PV426769.1,705,365
PV426769.1,706,359
PV426769.1,707,359
PV426769.1,708,363
PV426769.1,709,363
PV426769.1,710,363
PV426769.1,711,369
PV426769.1,712,367
PV426769.1,713,367
PV426769.1,714,366
PV426769.1,715,366
PV426769.1,716,366
PV426769.1,717,368
PV426769.1,718,368
PV426769.1,719,370
PV426769.1,720,365
PV426769.1,721,377
PV426769.1,722,377
PV426769.1,723,377
PV426769.1,724,376
PV426769.1,725,386
PV426769.1,726,386
PV426769.1,727,386
PV426769.1,728,386
PV426769.1,729,383
PV426769.1,730,375
PV426769.1,731,375
PV426769.1,732,375
PV426769.1,733,375
PV426769.1,734,372
PV426769.1,735,374
PV426769.1,736,375
PV426769.1,737,376
PV426769.1,738,376
PV426769.1,739,376
PV426769.1,740,378
PV426769.1,741,380
PV426769.1,742,380
PV426769.1,743,380
PV426769.1,744,383
PV426769.1,745,384
PV426769.1,746,388
PV426769.1,747,390
PV426769.1,748,391
PV426769.1,749,391
PV426769.1,750,391
PV426769.1,751,389
PV426769.1,752,389
PV426769.1,753,396
PV426769.1,754,396
PV426769.1,755,396
PV426769.1,756,401
PV426769.1,757,404
PV426769.1,758,413
PV426769.1,759,412
PV426769.1,760,412
PV426769.1,761,417
PV426769.1,762,422
PV426769.1,763,425
PV426769.1,764,425
PV426769.1,765,425
PV426769.1,766,422
PV426769.1,767,413
PV426769.1,768,425
PV426769.1,769,425
PV426769.1,770,423
PV426769.1,771,423
PV426769.1,772,430
PV426769.1,773,430
PV426769.1,774,434
PV426769.1,775,434
PV426769.1,776,434
PV426769.1,777,430
PV426769.1,778,436
PV426769.1,779,440
PV426769.1,780,446
PV426769.1,781,444
PV426769.1,782,446
PV426769.1,783,447
PV426769.1,784,452
PV426769.1,785,454
PV426769.1,786,454
PV426769.1,787,454
PV426769.1,788,454
PV426769.1,789,462
PV426769.1,790,462
PV426769.1,791,461
PV426769.1,792,460
PV426769.1,793,460
PV426769.1,794,464
PV426769.1,795,464
PV426769.1,796,466
PV426769.1,797,466
PV426769.1,798,466
PV426769.1,799,471
PV426769.1,800,471
PV426769.1,801,474
PV426769.1,802,474
PV426769.1,803,472
PV426769.1,804,470
PV426769.1,805,470
PV426769.1,806,473
PV426769.1,807,473
PV426769.1,808,476
PV426769.1,809,479
PV426769.1,810,479
PV426769.1,811,483
PV426769.1,812,483
PV426769.1,813,482
PV426769.1,814,483
PV426769.1,815,476
PV426769.1,816,496
PV426769.1,817,495
PV426769.1,818,496
PV426769.1,819,495
PV426769.1,820,492
PV426769.1,821,494
PV426769.1,822,496
PV426769.1,823,499
PV426769.1,824,501
PV426769.1,825,492
PV426769.1,826,495
PV426769.1,827,495
PV426769.1,828,497
PV426769.1,829,497
PV426769.1,830,495
PV426769.1,831,507
PV426769.1,832,509
PV426769.1,833,508
PV426769.1,834,511
PV426769.1,835,517
PV426769.1,836,519
PV426769.1,837,520
PV426769.1,838,520
PV426769.1,839,514
PV426769.1,840,507
PV426769.1,841,507
PV426769.1,842,512
PV426769.1,843,512
PV426769.1,844,496
PV426769.1,845,491
PV426769.1,846,485
PV426769.1,847,483
PV426769.1,848,479
PV426769.1,849,481
PV426769.1,850,481
PV426769.1,851,479
PV426769.1,852,474
PV426769.1,853,461
PV426769.1,854,461
PV426769.1,855,461
PV426769.1,856,461
PV426769.1,857,459
PV426769.1,858,456
PV426769.1,859,456
PV426769.1,860,458
PV426769.1,861,458
PV426769.1,862,482
PV426769.1,863,482
PV426769.1,864,481
PV426769.1,865,480
PV426769.1,866,474
PV426769.1,867,480
PV426769.1,868,480
PV426769.1,869,475
PV426769.1,870,478
PV426769.1,871,460
PV426769.1,872,463
PV426769.1,873,463
PV426769.1,874,463
PV426769.1,875,460
PV426769.1,876,456
PV426769.1,877,456
PV426769.1,878,451
PV426769.1,879,452
PV426769.1,880,451
PV426769.1,881,446
PV426769.1,882,446
PV426769.1,883,446
PV426769.1,884,449
PV426769.1,885,449
PV426769.1,886,449
PV426769.1,887,450
PV426769.1,888,450
PV426769.1,889,462
PV426769.1,890,462
PV426769.1,891,463
PV426769.1,892,465
PV426769.1,893,457
PV426769.1,894,457
PV426769.1,895,457
PV426769.1,896,459
PV426769.1,897,460
PV426769.1,898,459
PV426769.1,899,459
PV426769.1,900,461
PV426769.1,901,456
PV426769.1,902,454
PV426769.1,903,452
PV426769.1,904,452
PV426769.1,905,452
PV426769.1,906,447
PV426769.1,907,447
PV426769.1,908,448
PV426769.1,909,446
PV426769.1,910,448
PV426769.1,911,439
PV426769.1,912,444
PV426769.1,913,440
PV426769.1,914,438
PV426769.1,915,440
PV426769.1,916,440
PV426769.1,917,442
PV426769.1,918,438
PV426769.1,919,437
PV426769.1,920,438
PV426769.1,921,436
PV426769.1,922,436
PV426769.1,923,436
PV426769.1,924,436
PV426769.1,925,435
PV426769.1,926,438
PV426769.1,927,438
PV426769.1,928,436
PV426769.1,929,440
PV426769.1,930,442
PV426769.1,931,453
PV426769.1,932,453
PV426769.1,933,453
PV426769.1,934,456
PV426769.1,935,454
PV426769.1,936,497
PV426769.1,937,494
PV426769.1,938,496
PV426769.1,939,505
PV426769.1,940,497
PV426769.1,941,498
PV426769.1,942,499
PV426769.1,943,499
PV426769.1,944,501
PV426769.1,945,494
PV426769.1,946,490
PV426769.1,947,497
PV426769.1,948,497
PV426769.1,949,498
PV426769.1,950,494
PV426769.1,951,492
PV426769.1,952,491
PV426769.1,953,490
PV426769.1,954,488
PV426769.1,955,492
PV426769.1,956,491
PV426769.1,957,495
PV426769.1,958,497
PV426769.1,959,494
PV426769.1,960,494
PV426769.1,961,494
PV426769.1,962,504
PV426769.1,963,511
PV426769.1,964,507
PV426769.1,965,503
PV426769.1,966,496
PV426769.1,967,496
PV426769.1,968,496
PV426769.1,969,498
PV426769.1,970,500
PV426769.1,971,499
PV426769.1,972,496
PV426769.1,973,491
PV426769.1,974,496
PV426769.1,975,496
PV426769.1,976,498
PV426769.1,977,495
PV426769.1,978,503
PV426769.1,979,513
PV426769.1,980,516
PV426769.1,981,532
PV426769.1,982,532
PV426769.1,983,535
PV426769.1,984,541
PV426769.1,985,545
PV426769.1,986,551
PV426769.1,987,551
PV426769.1,988,549
PV426769.1,989,551
PV426769.1,990,551
PV426769.1,991,558
PV426769.1,992,554
PV426769.1,993,553
PV426769.1,994,554
PV426769.1,995,558
PV426769.1,996,560
PV426769.1,997,563
PV426769.1,998,569
PV426769.1,999,569
PV426769.1,1000,570
PV426769.1,1001,574
PV426769.1,1002,574
PV426769.1,1003,584
PV426769.1,1004,585
PV426769.1,1005,585
PV426769.1,1006,585
PV426769.1,1007,590
PV426769.1,1008,629
PV426769.1,1009,627
PV426769.1,1010,628
PV426769.1,1011,628
PV426769.1,1012,631
PV426769.1,1013,663
PV426769.1,1014,664
PV426769.1,1015,675
PV426769.1,1016,673
PV426769.1,1017,687
PV426769.1,1018,691
PV426769.1,1019,692
PV426769.1,1020,692
PV426769.1,1021,692
PV426769.1,1022,686
PV426769.1,1023,711
PV426769.1,1024,755
PV426769.1,1025,753
PV426769.1,1026,748
PV426769.1,1027,760
PV426769.1,1028,758
PV426769.1,1029,764
PV426769.1,1030,763
PV426769.1,1031,761
PV426769.1,1032,771
PV426769.1,1033,754
PV426769.1,1034,766
PV426769.1,1035,758
PV426769.1,1036,763
PV426769.1,1037,762
PV426769.1,1038,783
PV426769.1,1039,783
PV426769.1,1040,782
PV426769.1,1041,778
PV426769.1,1042,777
PV426769.1,1043,786
PV426769.1,1044,814
PV426769.1,1045,804
PV426769.1,1046,805
PV426769.1,1047,829
PV426769.1,1048,832
PV426769.1,1049,832
PV426769.1,1050,832
PV426769.1,1051,828
PV426769.1,1052,828
PV426769.1,1053,840
PV426769.1,1054,840
PV426769.1,1055,842
PV426769.1,1056,834
PV426769.1,1057,836
PV426769.1,1058,836
PV426769.1,1059,846
PV426769.1,1060,848
PV426769.1,1061,846
PV426769.1,1062,838
PV426769.1,1063,837
PV426769.1,1064,835
PV426769.1,1065,844
PV426769.1,1066,840
PV426769.1,1067,840
PV426769.1,1068,838
PV426769.1,1069,836
PV426769.1,1070,844
PV426769.1,1071,851
PV426769.1,1072,855
PV426769.1,1073,856
PV426769.1,1074,853
PV426769.1,1075,853
PV426769.1,1076,853
PV426769.1,1077,862
PV426769.1,1078,866
PV426769.1,1079,857
PV426769.1,1080,852
PV426769.1,1081,844
PV426769.1,1082,844
PV426769.1,1083,843
PV426769.1,1084,841
PV426769.1,1085,844
PV426769.1,1086,848
PV426769.1,1087,839
PV426769.1,1088,839
PV426769.1,1089,839
PV426769.1,1090,839
PV426769.1,1091,841
PV426769.1,1092,841
PV426769.1,1093,839
PV426769.1,1094,836
PV426769.1,1095,830
PV426769.1,1096,832
PV426769.1,1097,826
PV426769.1,1098,826
PV426769.1,1099,826
PV426769.1,1100,821
PV426769.1,1101,824
PV426769.1,1102,833
PV426769.1,1103,834
PV426769.1,1104,835
PV426769.1,1105,822
PV426769.1,1106,822
PV426769.1,1107,821
PV426769.1,1108,814
PV426769.1,1109,814
PV426769.1,1110,809
PV426769.1,1111,731
PV426769.1,1112,729
PV426769.1,1113,666
PV426769.1,1114,665
PV426769.1,1115,650
PV426769.1,1116,650
PV426769.1,1117,648
PV426769.1,1118,647
PV426769.1,1119,645
PV426769.1,1120,638
PV426769.1,1121,636
PV426769.1,1122,636
PV426769.1,1123,633
PV426769.1,1124,633
PV426769.1,1125,629
PV426769.1,1126,621
PV426769.1,1127,614
PV426769.1,1128,614
PV426769.1,1129,614
PV426769.1,1130,614
PV426769.1,1131,597
PV426769.1,1132,576
PV426769.1,1133,575
PV426769.1,1134,567
PV426769.1,1135,567
PV426769.1,1136,567
PV426769.1,1137,553
PV426769.1,1138,552
PV426769.1,1139,518
PV426769.1,1140,518
PV426769.1,1141,516
PV426769.1,1142,509
PV426769.1,1143,511
PV426769.1,1144,511
PV426769.1,1145,509
PV426769.1,1146,507
PV426769.1,1147,499
PV426769.1,1148,499
PV426769.1,1149,499
PV426769.1,1150,499
PV426769.1,1151,498
PV426769.1,1152,494
PV426769.1,1153,494
PV426769.1,1154,480
PV426769.1,1155,472
PV426769.1,1156,458
PV426769.1,1157,225
PV426769.1,1158,188
PV426769.1,1159,188
PV426769.1,1160,188
PV426769.1,1161,200
PV426769.1,1162,210
PV426769.1,1163,440
PV426769.1,1164,441
PV426769.1,1165,441
PV426769.1,1166,441
PV426769.1,1167,441
PV426769.1,1168,443
PV426769.1,1169,443
PV426769.1,1170,447
PV426769.1,1171,447
PV426769.1,1172,449
PV426769.1,1173,449
PV426769.1,1174,449
PV426769.1,1175,449
PV426769.1,1176,452
PV426769.1,1177,452
PV426769.1,1178,452
PV426769.1,1179,452
PV426769.1,1180,452
PV426769.1,1181,452
PV426769.1,1182,452
PV426769.1,1183,452
PV426769.1,1184,452
PV426769.1,1185,435
PV426769.1,1186,415
PV426769.1,1187,415
PV426769.1,1188,414
PV426769.1,1189,414
PV426769.1,1190,413
PV426769.1,1191,413
PV426769.1,1192,413
PV426769.1,1193,399
PV426769.1,1194,375
PV426769.1,1195,375
PV426769.1,1196,374
PV426769.1,1197,370
PV426769.1,1198,370
PV426769.1,1199,369
PV426769.1,1200,367
PV426769.1,1201,367
PV426769.1,1202,361
PV426769.1,1203,339
PV426769.1,1204,334
PV426769.1,1205,332
PV426769.1,1206,332
PV426769.1,1207,329
PV426769.1,1208,341
PV426769.1,1209,339
PV426769.1,1210,307
PV426769.1,1211,240
PV426769.1,1212,233
PV426769.1,1213,233
PV426769.1,1214,230
PV426769.1,1215,230
PV426769.1,1216,230
PV426769.1,1217,230
PV426769.1,1218,230
PV426769.1,1219,230
PV426769.1,1220,230
PV426769.1,1221,230
PV426769.1,1222,230
PV426769.1,1223,230
PV426769.1,1224,230
PV426769.1,1225,230
PV426769.1,1226,231
PV426769.1,1227,231
PV426769.1,1228,231
PV426769.1,1229,231
PV426769.1,1230,231
PV426769.1,1231,232
PV426769.1,1232,232
PV426769.1,1233,232
PV426769.1,1234,232
PV426769.1,1235,232
PV426769.1,1236,232
PV426769.1,1237,232
PV426769.1,1238,232
PV426769.1,1239,232
PV426769.1,1240,232
PV426769.1,1241,232
PV426769.1,1242,232
PV426769.1,1243,232
PV426769.1,1244,232
PV426769.1,1245,232
PV426769.1,1246,232
PV426769.1,1247,232
